,name,year,song_name,performed_by
1138,L.A. Confidential,1997,Powder Your Face with Sunshine ,Dean Martin 
1139,L.A. Confidential,1997,How Important Can It Be ,Joni James on The Perry Como Show (1948)
1140,L.A. Confidential,1997,Looking at You ,Lee Wiley 
1141,L.A. Confidential,1997,At Last ,Chet Baker and The Lighthouse All-Stars 
1142,L.A. Confidential,1997,But Not for Me ,Jackie Gleason 
1143,Hamilton,2020,Alexander Hamilton ,"Leslie Odom Jr., Anthony Ramos, Daveed Diggs, Okieriete Onaodowan, Lin-Manuel Miranda, Phillipa Soo and Chris Jackson "
1144,Hamilton,2020,"Aaron Burr, Sir ","Lin-Manuel Miranda, Leslie Odom Jr., Anthony Ramos, Daveed Diggs and Okieriete Onaodowan "
1145,Hamilton,2020,My Shot ,"Lin-Manuel Miranda, Anthony Ramos, Daveed Diggs, Okieriete Onaodowan, Leslie Odom Jr. "
1146,Hamilton,2020,The Story of Tonight ,"Lin-Manuel Miranda, Anthony Ramos, Daveed Diggs and Okieriete Onaodowan "
1147,Hamilton,2020,The Schuyler Sisters ,"Renée Elise Goldsberry, Jasmine Cephas Jones, Phillipa Soo and Leslie Odom Jr. "
1148,Hamilton,2020,Farmer Refuted ,"Samuel Seabury, Lin-Manuel Miranda, Okieriete Onaodowan, Leslie Odom Jr. "
1149,Hamilton,2020,You'll Be Back ,King Jonathan Groff 
1150,Hamilton,2020,Right Hand Man ,"Chris Jackson, Lin-Manuel Miranda, Leslie Odom Jr., Okieriete Onaodowan, Anthony Ramos, Daveed Diggs, Renée Elise Goldsberry, Phillipa Soo and Jasmine Cephas Jones "
1151,Hamilton,2020,A Winter's Ball ,Leslie Odom Jr. and Lin-Manuel Miranda 
1152,Hamilton,2020,Helpless ,"Phillipa Soo, Renée Elise Goldsberry, Lin-Manuel Miranda, Leslie Odom Jr., Anthony Ramos, and Women "
1153,Hamilton,2020,Satisfied ,"Renée Elise Goldsberry, Phillipa Soo, Lin-Manuel Miranda and Anthony Ramos "
1154,Hamilton,2020,The Story of Tonight (Reprise) ,"Anthony Ramos, Daveed Diggs, Okieriete Onaodowan, Lin-Manuel Miranda, and Leslie Odom Jr. "
1155,Hamilton,2020,Wait for It ,Leslie Odom Jr. 
1156,Hamilton,2020,Stay Alive ,"Lin-Manuel Miranda, Chris Jackson, Lee, Anthony Ramos, Daveed Diggs, Okieriete Onaodowan, Phillipa Soo and Renée Elise Goldsberry "
1157,Hamilton,2020,Ten Duel Commandments ,"Anthony Ramos, Lin-Manuel Miranda and Leslie Odom Jr. "
1158,Hamilton,2020,Meet Me Inside ,"Chris Jackson, Lin-Manuel Miranda, Leslie Odom Jr. and Anthony Ramos "
1159,Hamilton,2020,That Would Be Enough ,Phillipa Soo and Lin-Manuel Miranda 
1160,Hamilton,2020,Guns and Ships ,"Daveed Diggs, Leslie Odom Jr. and Chris Jackson "
1161,Hamilton,2020,History Has Its Eyes On You ,"Chris Jackson, Lin-Manuel Miranda, Anthony Ramos and Okieriete Onaodowan "
1162,Hamilton,2020,Yorktown (The World Turned Upside Down) ,"Lin-Manuel Miranda, Daveed Diggs, Anthony Ramos, Okieriete Onaodowan and Chris Jackson "
1163,Hamilton,2020,What Comes Next? ,Jonathan Groff 
1164,Hamilton,2020,Dear Theodosia ,Leslie Odom Jr. and Lin-Manuel Miranda 
1165,Hamilton,2020,Tomorrow There'll Be More of Us ,"Anthony Ramos, Phillipa Soo and Lin-Manuel Miranda "
1166,Hamilton,2020,Non-Stop ,"Lin-Manuel Miranda, Leslie Odom Jr., Phillipa Soo, Renée Elise Goldsberry, Chris Jackson, Okieriete Onaodowan, Anthony Ramos and Daveed Diggs "
1167,Hamilton,2020,What'd I Miss ,"Daveed Diggs, Leslie Odom Jr., Okieriete Onaodowan, Chris Jackson and Lin-Manuel Miranda "
1168,Hamilton,2020,Cabinet Battle #1 ,"Daveed Diggs, Lin-Manuel Miranda, Chris Jackson, and Okieriete Onaodowan "
1169,Hamilton,2020,Take a Break ,"Phillipa Soo, Anthony Ramos, Lin-Manuel Miranda, and Renée Elise Goldsberry "
1170,Hamilton,2020,Say No to This ,"Lin-Manuel Miranda, Jasmine Cephas Jones, James Reynolds and Leslie Odom Jr. "
1171,Hamilton,2020,The Room Where It Happens ,"Leslie Odom Jr., Lin-Manuel Miranda, Daveed Diggs, Okieriete Onaodowan and Chris Jackson "
1172,Hamilton,2020,Schuyler Defeated ,"Anthony Ramos, Phillipa Soo, Lin-Manuel Miranda, and Leslie Odom Jr. "
1173,Hamilton,2020,Cabinet Battle #2 ,"Chris Jackson, Daveed Diggs, Lin-Manuel Miranda, and Okieriete Onaodowan "
1174,Hamilton,2020,Washington On Your Side ,"Leslie Odom Jr., Daveed Diggs and Okieriete Onaodowan "
1175,Hamilton,2020,One Last Time ,Chris Jackson and Lin-Manuel Miranda 
1176,Hamilton,2020,I Know Him ,Jonathan Groff 
1177,Hamilton,2020,The Adams Administration ,"Leslie Odom Jr., Lin-Manuel Miranda, Daveed Diggs, Okieriete Onaodowan "
1178,Hamilton,2020,We Know ,"Lin-Manuel Miranda, Leslie Odom Jr., Daveed Diggs, and Okieriete Onaodowan "
1179,Hamilton,2020,Hurricane ,"Lin-Manuel Miranda, Leslie Odom Jr., Chris Jackson, Phillipa Soo, Renée Elise Goldsberry and Jasmine Cephas Jones "
1180,Hamilton,2020,The Reynolds Pamphlet ,"Lin-Manuel Miranda, Daveed Diggs, Okieriete Onaodowan, Leslie Odom Jr., Renée Elise Goldsberry, James Reynolds "
1181,Hamilton,2020,Burn ,Phillipa Soo 
1182,Hamilton,2020,Blow Us All Away ,"Anthony Ramos, Lin-Manuel Miranda, Eacker, Dolly, Martha "
1183,Hamilton,2020,Stay Alive (Reprise) ,"Anthony Ramos, Lin-Manuel Miranda, Phillipa Soo "
1184,Hamilton,2020,It's Quiet Uptown ,"Renée Elise Goldsberry, Lin-Manuel Miranda and Phillipa Soo "
1185,Hamilton,2020,The Election of 1800 ,"Daveed Diggs, Okieriete Onaodowan, Leslie Odom Jr., Lin-Manuel Miranda "
1186,Hamilton,2020,Your Obedient Servant ,"Leslie Odom Jr., Lin-Manuel Miranda "
1187,Hamilton,2020,Best of Wives and Best of Women ,Phillipa Soo and Lin-Manuel Miranda 
1188,Hamilton,2020,The World Was Wide Enough ,"Leslie Odom Jr., Lin-Manuel Miranda, Anthony Ramos and Renée Elise Goldsberry "
1189,Hamilton,2020,"Who Lives, Who Dies, Who Tells Your Story ","Phillipa Soo, Chris Jackson, Leslie Odom Jr., Daveed Diggs, Okieriete Onaodowan, Renée Elise Goldsberry, Anthony Ramos, Daveed Diggs and Okieriete Onaodowan "
1190,Hamilton,2020,My Shot (Rise Up Remix) ,"The Roots featuring Busta Rhymes, Joell Ortiz & Nate Ruess "
1191,Hamilton,2020,Dear Theodosia ,
1192,Hamilton,2020,Exit Music ,
1193,Heat,1995,Always Forever Now ,Passengers 
1194,Heat,1995,Late Evening In Jersey ,
1195,Heat,1995,Last Nite ,Terje Rypdal & The Chasers 
1196,Heat,1995,Force Marker ,
1197,Heat,1995,Mystery Man ,
1198,Heat,1995,New Dawn Fades ,Moby 
1199,Heat,1995,God Moving Over The Face Of The Waters ,Moby 
1200,Heat,1995,The Monkey King ,
1201,Heat,1995,The Last Lagoon ,
1202,Heat,1995,Gringatcho Demento ,William Orbit 
1203,Heat,1995,The Mighty Limpopo ,
1204,Heat,1995,Ultramarine ,
1205,Heat,1995,Arabic Agony ,James 
1206,Heat,1995,La Bas ,
1207,Heat,1995,Celon ,
1208,Heat,1995,Gloradin ,
1209,Heat,1995,In November ,
1210,Heat,1995,Black Cloud ,Solitaire 
1211,Heat,1995,Armenia ,Einstürzende Neubauten 
1212,Heat,1995,The Thrill Is Gone ,B.B. King 
1213,Heat,1995,Will Gaines ,
1214,Heat,1995,By The Time I Get To Phoenix ,
1215,Heat,1995,Top O' The Morning To Ya ,House of Pain 
1216,Heat,1995,Concerto For Violoncello And Orchestra ,Jean-Guihen Queyras and Ensemble Intercontemporain (as The Ensemble InterContemporain) 
1217,Heat,1995,Get Up To This ,New World Beat 
1218,Heat,1995,Steel Cello Lament ,
1219,Ikiru,1952,J'ai Deux Amours ,Josephine Baker 
1220,Ikiru,1952,Come On-A My House ,
1221,Ikiru,1952,Gondora no uta ,
1222,Ikiru,1952,Bibbidi-Bobbidi-Boo ,Dinah Shore Heard in the background immediately after Watanabe and Kimura leave the striptease show
1223,Ikiru,1952,Happy Birthday ,
1224,Ikiru,1952,Too Young ,Toni Arden
1225,Ikiru,1952,Parade of the Tin Soldiers ,
1226,Snatch,2000,Super Moves ,Overseer 
1227,Snatch,2000,Diamond ,Klint 
1228,Snatch,2000,Hernando's Hideaway ,The Johnston Brothers 
1229,Snatch,2000,Viva Las Vegas ,
1230,Snatch,2000,Golden Brown ,The Stranglers 
1231,Snatch,2000,Ghost Town ,The Specials 
1232,Snatch,2000,Dreadlock Holiday ,10CC Courtesy Mercury Records Ltd (London) 
1233,Snatch,2000,Cross The Tracks (We Better Go Back) ,Maceo Parker (as Maceo) and the Macks 
1234,Snatch,2000,Disco Science ,Mirwais Ahmadzaï 
1235,Snatch,2000,Lucky Star ,
1236,Snatch,2000,"Hot Pants (I'm Coming, Coming, I'm Coming) ",Bobby Byrd 
1237,Snatch,2000,Sensual Woman ,The Herbaliser 
1238,Snatch,2000,Angel ,Massive Attack 
1239,Snatch,2000,Are You There? ,Klint 
1240,Snatch,2000,Fuckin' in the Bushes ,Oasis 
1241,Snatch,2000,Don't You Just Know It ,"Huey P. Smith (as Huey ""Piano"" Smith) "
1242,Snatch,2000,Hava Nagila ,
1243,Snatch,2000,Kosha Nostra Theme ,
1244,Snatch,2000,Taverna ,
1245,Die Hard,1988,Singin' in the Rain ,
1246,Die Hard,1988,Winter Wonderland ,
1247,Die Hard,1988,Christmas in Hollis ,Run-D.M.C. 
1248,Die Hard,1988,Skeletons ,
1249,Die Hard,1988,Let It Snow! Let It Snow! Let It Snow! ,Vaughn Monroe 
1250,Die Hard,1988,Ode to Joy ,
1251,Die Hard,1988,Jingle Bells ,
1252,Die Hard,1988,"Brandenburg Concerto No. 3 In G Major, (Allegro Moderato) ",
1253,Die Hard,1988,We've Got Each Other ,
1254,Die Hard,1988,Resolution & Hyperspace ,
1255,Die Hard,1988,Let It Snow! Let It Snow! Let It Snow! ,
1256,Indiana Jones and the Last Crusade,1989,You're a Sweet Little Headache ,Benny Goodman 
1257,Indiana Jones and the Last Crusade,1989,Just a Gigolo ,
1258,Indiana Jones and the Last Crusade,1989,Cavalry Charge - Bugle Call ,
1259,Indiana Jones and the Last Crusade,1989,Königgrätzer Marsch ,
1260,A Separation,2011,Not available,
1261,Metropolis,1927,Not available,
1262,Bicycle Thieves,1948,Not available,
1263,Incendies,2010,You and Whose Army? ,Radiohead
1264,Incendies,2010,Like Spinning Plates ,Radiohead
1265,Incendies,2010,Nami Nami ,
1266,1917,2019,I Am a Poor Wayfaring Stranger ,Jos Slovick
1267,Like Stars on Earth,2007,Mera Jahan ,"Adnan Sami, Auriel Cordo, Ananya Wadkar, Gleehive (Kids Choir), Suraj and Shailendra Barve "
1268,Like Stars on Earth,2007,Taare Zameen Par ,"Shankar Mahadevan, Dominique Cerejo & Vivienne Pocha "
1269,Like Stars on Earth,2007,Kholo Kholo ,Raman Mahadevan 
1270,Like Stars on Earth,2007,Bum Bum Bhole ,Shaan and Aamir Khan 
1271,Like Stars on Earth,2007,Jame Raho ,Vishal Dadlani 
1272,Like Stars on Earth,2007,Maa ,Shankar Mahadevan 
1273,Like Stars on Earth,2007,Bheja Kam ,"Shankar Mahadevan, Bugs Bhargava Krishna, Shankar Sachdev, Rajgopal Iyer, Ravi Khanvilkar, Loy Mendonsa, Amole Gupte, Kiran Rao, Aamir Khan and Ram Madhvani "
1274,Like Stars on Earth,2007,Ishaan's Theme ,
1275,Batman Begins,2005,Folletto!...Folletto! ,"Norman Treigle, The Ambrosian Singers and London Symphony Orchestra (as London Symphony Orchestra) "
1276,Batman Begins,2005,Happy Birthday To You ,Cavendish String Quartet
1277,Batman Begins,2005,"Divertimento in D Major, K.136 (2nd movement) ",Cavendish String Quartet
1278,For a Few Dollars More,1965,For A Few Dollars More ,
1279,For a Few Dollars More,1965,For A Few Dollars More [Sequence 3 ,
1280,For a Few Dollars More,1965,Aces High ,
1281,For a Few Dollars More,1965,Prison Break ,
1282,For a Few Dollars More,1965,Chapel Shootout ,
1283,For a Few Dollars More,1965,The Watchers Are Being Watched ,
1284,For a Few Dollars More,1965,The Wild One ,
1285,For a Few Dollars More,1965,Indio's Flashback ,
1286,For a Few Dollars More,1965,To El Paso ,
1287,For a Few Dollars More,1965,The Showdown ,
1288,For a Few Dollars More,1965,The Vice Of Killing ,
1289,For a Few Dollars More,1965,Mortimer & The Chest ,
1290,For a Few Dollars More,1965,Discovered ,
1291,For a Few Dollars More,1965,Slim Murdered ,
1292,For a Few Dollars More,1965,Indio & Nino ,
1293,For a Few Dollars More,1965,Carillon ,
1294,For a Few Dollars More,1965,Indio's Flashback Pt. 2 ,
1295,For a Few Dollars More,1965,Watch Chimes 2 ,
1296,For a Few Dollars More,1965,Sixty Seconds To What? ,
1297,For a Few Dollars More,1965,"Goodbye, Colonel! ",
1298,For a Few Dollars More,1965,Occhio Per Occhio ,Maurizio Graf
1299,For a Few Dollars More,1965,Eye For An Eye ,Maurizio Graf
1300,For a Few Dollars More,1965,Watch Chimes ,
1301,Dangal,2016,Haanikaarak Bapu ,
1302,Dangal,2016,Dhaakad ,
1303,Dangal,2016,Gilehriyaan ,
1304,Dangal,2016,Dangal ,
1305,Dangal,2016,Naina ,
1306,Dangal,2016,Dhaakad ,
1307,Dangal,2016,Idiot Banna ,
1308,Downfall,2004,When I Am Laid In Earth ,
1309,Downfall,2004,Blutrote Rosen ,Marek Weber and Orchestra 
1310,Downfall,2004,Davon geht die Welt nicht unter ,Zarah Leander 
1311,Downfall,2004,Die Blauen Dragoner Sie Reiten ,
1312,The Batman,2022,Something In The Way ,Nirvana 
1313,The Batman,2022,Ave Maria ,Paul Dano
1314,The Kid,1921,Not available,
1315,Some Like It Hot,1959,Runnin' Wild ,
1316,Some Like It Hot,1959,Liebesträume ,
1317,Some Like It Hot,1959,Sugar Blues ,"Matty Malneck & His Orchestra; George 'Red' Callender, bass; Gene Cipriano, tenor sax for Tony Curtis; Jack Dumont, reeds; Al Hendrickson, ukulele for Marilyn Monroe; Barney Kessel, electric guitar; Shelly Manne, drums; Dave Pell, tenor sax , saxophone coach for Tony Curtis; Art Pepper, alto sax; Leroy Vinnegar, bass; John Williams, piano."
1318,Some Like It Hot,1959,Down Among the Sheltering Palms ,Society Syncopators
1319,Some Like It Hot,1959,Randolph Street Rag ,
1320,Some Like It Hot,1959,I Wanna Be Loved by You ,Marilyn Monroe
1321,Some Like It Hot,1959,Park Avenue Fantasy (Stairway to the Stars) ,
1322,Some Like It Hot,1959,I'm Thru with Love ,Marilyn Monroe
1323,Some Like It Hot,1959,Sweet Georgia Brown ,
1324,Some Like It Hot,1959,By the Beautiful Sea ,Society Syncopators
1325,Some Like It Hot,1959,Some Like It Hot ,"Matty Malneck & His Orchestra; George 'Red' Callender, bass; Gene Cipriano, tenor sax for Tony Curtis; Jack Dumont, reeds; Al Hendrickson, ukulele for Marilyn Monroe; Barney Kessel, electric guitar; Shelly Manne, drums; Dave Pell, tenor sax , saxophone coach for Tony Curtis; Art Pepper, alto sax; Leroy Vinnegar, bass; John Williams, piano."
1326,Some Like It Hot,1959,La Cumparsita ,
1327,Some Like It Hot,1959,"Sweet Sue, Just You ",
1328,Some Like It Hot,1959,For He's a Jolly Good Fellow ,
1329,Some Like It Hot,1959,Sugar Blues - Runnin' Wild ,"Matty Malneck & His Orchestra; George 'Red' Callender, bass; Gene Cipriano, tenor sax for Tony Curtis; Jack Dumont, reeds; Al Hendrickson, ukulele for Marilyn Monroe; Barney Kessel, electric guitar; Shelly Manne, drums; Dave Pell, tenor sax , saxophone coach for Tony Curtis; Art Pepper, alto sax; Leroy Vinnegar, bass; John Williams, piano."
1330,The Father,2020,Cold Wind Var. 1 - Day 1 ,
1331,The Father,2020,Cold Wind Var. 1 - Day 2 ,
1332,The Father,2020,Low Mist Var. 1 - Day 5 ,
1333,The Father,2020,Low Mist Var. 2 - Day 1 ,
1334,The Father,2020,Low Mist Var. 2 - Day 5 ,
1335,The Father,2020,Cold Wind Var. 2 - Day 4 ,
1336,The Father,2020,My Journey ,
1337,The Father,2020,"King Arthur, or The British Worthy (1691), Act 3: What Power Art Thou? ","Andreas Scholl, Accademia Bizantina, Stefano Montanari (p) 2010 Decca Music Group Limited "
1338,The Father,2020,"Norma, Act 1: Casta Diva (Norma, Chorus) ",Maria Callas 
1339,The Father,2020,Les Pêcheurs de Perles - Romance: Je crois entendre encore ,"Cyrille Dubois, L'Orchestre National de Lille, Alexandre Bloch (p) Pentatone Music B.V."
1340,The Father,2020,Hospital Nightmare ,David Menke (c) 2019 PDV Records (p) 2019 PDV Records
1341,The Father,2020,Ocean Currents ,
1342,The Father,2020,Legends of Rub'al Khali ,
1343,The Father,2020,On the Hour ,
1344,All About Eve,1950,Liebestraum ,
1345,All About Eve,1950,Manhattan ,
1346,All About Eve,1950,Poinciana ,
1347,All About Eve,1950,Beau Soir ,
1348,All About Eve,1950,That Old Black Magic ,
1349,All About Eve,1950,Blue Moon ,
1350,All About Eve,1950,How About You? ,
1351,All About Eve,1950,Stormy Weather (Keeps Rainin' All the Time) ,
1352,All About Eve,1950,Thou Swell ,
1353,All About Eve,1950,Symphony No. 4 in E-flat major (Romantic) ,
1354,All About Eve,1950,Linger Awhile ,
1355,Green Book,2018,That Old Black Magic ,
1356,Green Book,2018,Tired of Hanging Around ,Bobby Page & The Riff Raffs 
1357,Green Book,2018,One Mint Julep ,The Clovers 
1358,Green Book,2018,Pretty Lil Thing ,Sonny Boy Williamson 
1359,Green Book,2018,Throw It Out Of Your Mind ,Timmy Shaw 
1360,Green Book,2018,So Long Lover's Island ,The Blue Jays 
1361,Green Book,2018,Let Me Feel It ,
1362,Green Book,2018,A Letter From My Baby ,Timmy Shaw 
1363,Green Book,2018,"Goodbye, My Lover, Goodbye ",Robert Mosely 
1364,Green Book,2018,You Took Advantage of Me ,The Blackwells 
1365,Green Book,2018,Drifting Heart ,
1366,Green Book,2018,What'cha Gonna Do ,
1367,Green Book,2018,After You've Gone ,
1368,Green Book,2018,Blue Skies ,Kris Bowers
1369,Green Book,2018,Lucille ,Little Richard 
1370,Green Book,2018,Slow Twisting ,Chubby Checker 
1371,Green Book,2018,Won't Be Long ,Aretha Franklin 
1372,Green Book,2018,Troubled Romance ,
1373,Green Book,2018,Happy Talk ,Kris Bowers
1374,Green Book,2018,Ba Da ,"Roy ""Boogie Boy"" Perkins "
1375,Green Book,2018,Cookin' ,Al Casey Combo 
1376,Green Book,2018,Dearest One ,Jack's Four 
1377,Green Book,2018,Go To The Mardi Gras ,Henry 'Professor Longhair' Byrd (as Professor Longhair) 
1378,Green Book,2018,Yes Your Honor ,Roosevelt Nettles 
1379,Green Book,2018,Over My Broken Heart ,Dave & Don 
1380,Green Book,2018,Lullaby Of Birdland ,Kris Bowers
1381,Green Book,2018,Why Oh Why ,Little Alice 
1382,Green Book,2018,Valse Ballet ,
1383,Green Book,2018,Water Boy ,Kris Bowers
1384,Green Book,2018,I'll Never Let You Go ,Sue Winford 
1385,Green Book,2018,That Look ,
1386,Green Book,2018,Arabesque No.1 ,
1387,Green Book,2018,I Love My Baby ,Bobby Page & The Riff Raffs 
1388,Green Book,2018,The Lonesome Road ,Kris Bowers
1389,Green Book,2018,O Come All Ye Faithful Jazz Trio ,
1390,Green Book,2018,O Christmas Tree ,
1391,Green Book,2018,What Child Is This? ,
1392,Green Book,2018,Let's Roll ,
1393,Green Book,2018,"Étude Op. 25, No. 11 in A minor ('Winter Wind') ",
1394,Green Book,2018,Backwoods Blues ,
1395,Green Book,2018,Rushin' ,Banny Price 
1396,Green Book,2018,Your Replacement Is Here ,
1397,Green Book,2018,Have Yourself A Merry Little Christmas ,Frank Sinatra 
1398,Green Book,2018,Mmm Love ,
1399,Green Book,2018,Tu Scendi Dalle Stelle ,
1400,Green Book,2018,Santa Claus is Comin' to Town ,Frankie Valli & The Four Seasons 
1401,Green Book,2018,The Christmas Song ,Nat 'King' Cole 
1402,Green Book,2018,The Lonesome Road ,Don Shirley 
1403,Green Book,2018,Rich Woman ,Li'l Millet and His Creoles 
1404,The Wolf of Wall Street,2013,Stratton Oakmont ,
1405,The Wolf of Wall Street,2013,Dust My Broom ,Elmore James 
1406,The Wolf of Wall Street,2013,Informercial ,
1407,The Wolf of Wall Street,2013,Score from Lifestyles of the Rich and Famous ,
1408,The Wolf of Wall Street,2013,Exotic Vacations ,
1409,The Wolf of Wall Street,2013,Dust My Blues ,Elmore James 
1410,The Wolf of Wall Street,2013,Spoonful ,Howlin' Wolf 
1411,The Wolf of Wall Street,2013,"Mercy, Mercy, Mercy ",Cannonball Adderley 
1412,The Wolf of Wall Street,2013,Hit Me with Your Rhythm Stick ,Ian Dury & The Blockheads 
1413,The Wolf of Wall Street,2013,Bang! Bang! ,Joe Cuba 
1414,The Wolf of Wall Street,2013,Tear It Down ,Clyde McCoy 
1415,The Wolf of Wall Street,2013,Movin' Out (Anthony's Song) ,Billy Joel 
1416,The Wolf of Wall Street,2013,Surrey with the Fringe on Top ,Ahmad Jamal Trio 
1417,The Wolf of Wall Street,2013,Road Runner ,Bo Diddley 
1418,The Wolf of Wall Street,2013,The Stars and Stripes Forever ,
1419,The Wolf of Wall Street,2013,Smokestack Lightning ,Howlin' Wolf 
1420,The Wolf of Wall Street,2013,Double Dutch ,Malcolm McLaren 
1421,The Wolf of Wall Street,2013,Cloudburst ,"Lambert Hendricks & Ross (as Lambert, Hendricks & Ross) "
1422,The Wolf of Wall Street,2013,Insane in the Brain ,Cypress Hill 
1423,The Wolf of Wall Street,2013,"King Arthur, Act 3: What Power Art Thou ","The Monteverdi Choir, "
1424,The Wolf of Wall Street,2013,Steve Madden 'Chick Walker' Commercial ,
1425,The Wolf of Wall Street,2013,Never Say Never ,Romeo Void 
1426,The Wolf of Wall Street,2013,There Is No Greater Love ,Ahmad Jamal Trio 
1427,The Wolf of Wall Street,2013,Boom Boom ,John Lee Hooker 
1428,The Wolf of Wall Street,2013,C'est si bon ,Eartha Kitt
